url,Player,Nationality,Team,Mat,Inns,NotOut,Runs,HS,Avg,BF,SR,100s,50s,4s,6s
http://www.iplt20.com/stats/2017/highest-strikerate,Chris; Lynn,Overseas,Mumbai Indians,7,7,1,295,93*,49.16,163,180.98,0,3,25,19
http://www.iplt20.com/stats/2017/highest-strikerate,Glenn; Maxwell,Overseas,Kings XI Punjab,14,13,3,310,47,31,179,173.18,0,0,19,26
http://www.iplt20.com/stats/2017/highest-strikerate,Sunil; Narine,Overseas,Kolkata Knight Riders,16,14,1,224,54,17.23,130,172.3,0,1,34,10
http://www.iplt20.com/stats/2017/highest-strikerate,Rishabh; Pant,Indian,Delhi Daredevils,14,14,0,366,97,26.14,221,165.61,0,2,28,24
http://www.iplt20.com/stats/2017/highest-strikerate,Robin; Uthappa,Indian,Kolkata Knight Riders,14,13,0,388,87,29.84,235,165.1,0,5,36,21
http://www.iplt20.com/stats/2017/highest-strikerate,Chris; Morris,Overseas,Delhi Daredevils,9,9,4,154,52*,30.8,94,163.82,0,1,15,6
http://www.iplt20.com/stats/2017/highest-strikerate,Aaron; Finch,Overseas,Gujarat Lions,13,14,2,300,72,25,184,163.04,0,2,25,19
http://www.iplt20.com/stats/2017/highest-strikerate,Hardik; Pandya,Indian,Mumbai Indians,16,15,9,240,35*,40,151,158.94,0,0,11,19
http://www.iplt20.com/stats/2017/highest-strikerate,Jos; Buttler,Overseas,Mumbai Indians,10,10,0,272,77,27.2,177,153.67,0,1,27,15
http://www.iplt20.com/stats/2017/highest-strikerate,Dwayne; Smith,Overseas,Gujarat Lions,12,12,1,239,74,21.72,156,153.2,0,2,32,8
http://www.iplt20.com/stats/2017/highest-strikerate,Kane; Williamson,Overseas,Sunrisers Hyderabad,7,7,1,256,89,42.66,169,151.47,0,2,20,10
http://www.iplt20.com/stats/2017/highest-strikerate,Deepak; Hooda,Indian,Sunrisers Hyderabad,10,6,3,78,19*,26,52,150,0,0,5,4
http://www.iplt20.com/stats/2017/highest-strikerate,Martin; Guptill,Overseas,Kings XI Punjab,7,7,1,132,50*,22,88,150,0,1,17,5
http://www.iplt20.com/stats/2017/highest-strikerate,Rahul; Tripathi,Indian,Rising Pune Supergiant,13,13,0,388,93,29.84,259,149.8,0,2,43,17
http://www.iplt20.com/stats/2017/highest-strikerate,Hashim; Amla,Overseas,Kings XI Punjab,10,10,3,420,104*,60,288,145.83,2,2,40,17
http://www.iplt20.com/stats/2017/highest-strikerate,Brendon; McCullum,Overseas,Gujarat Lions,11,12,1,320,72,29.09,220,145.45,0,2,29,18
http://www.iplt20.com/stats/2017/highest-strikerate,Pat; Cummins,Overseas,Delhi Daredevils,12,9,4,77,24,15.4,53,145.28,0,0,5,4
http://www.iplt20.com/stats/2017/highest-strikerate,Manan; Vohra,Indian,Kings XI Punjab,11,9,0,229,95,25.44,159,144.02,0,1,23,9
http://www.iplt20.com/stats/2017/highest-strikerate,Suresh; Raina,Indian,Gujarat Lions,14,14,3,442,84,40.18,307,143.97,0,3,42,13
http://www.iplt20.com/stats/2017/highest-strikerate,Kedar; Jadhav,Indian,Royal Challengers Bangalore,13,13,1,267,69,22.25,186,143.54,0,1,25,10
http://www.iplt20.com/stats/2017/highest-strikerate,Ben; Stokes,Overseas,Rising Pune Supergiant,12,11,1,316,103*,31.6,221,142.98,1,1,22,15
http://www.iplt20.com/stats/2017/highest-strikerate,Yuvraj; Singh,Indian,Sunrisers Hyderabad,12,11,2,252,70*,28,177,142.37,0,2,30,8
http://www.iplt20.com/stats/2017/highest-strikerate,David; Warner,Overseas,Sunrisers Hyderabad,14,14,3,641,126,58.27,452,141.81,1,4,63,26
http://www.iplt20.com/stats/2017/highest-strikerate,Sanju; Samson,Overseas,Delhi Daredevils,14,14,0,386,102,27.57,273,141.39,1,2,32,19
http://www.iplt20.com/stats/2017/highest-strikerate,Axar; Patel,Overseas,Kings XI Punjab,14,13,5,227,44,28.37,162,140.12,0,0,11,11
http://www.iplt20.com/stats/2017/highest-strikerate,Ravindra; Jadeja,Indian,Gujarat Lions,12,10,6,158,28,39.5,113,139.82,0,0,13,4
http://www.iplt20.com/stats/2017/highest-strikerate,Travis; Head,Overseas,Royal Challengers Bangalore,7,7,2,151,75*,30.2,108,139.81,0,1,9,6
http://www.iplt20.com/stats/2017/highest-strikerate,Dinesh; Karthik,Indian,Gujarat Lions,14,13,3,361,65,36.1,259,139.38,0,2,30,11
http://www.iplt20.com/stats/2017/highest-strikerate,Shreyas; Iyer,Indian,Delhi Daredevils,12,12,2,338,96,33.8,243,139.09,0,2,36,10
http://www.iplt20.com/stats/2017/highest-strikerate,Manoj; Tiwary,Indian,Rising Pune Supergiant,14,12,3,317,60,35.22,228,139.03,0,2,30,11
http://www.iplt20.com/stats/2017/highest-strikerate,Krunal; Pandya,Indian,Mumbai Indians,12,10,4,196,45*,32.66,141,139,0,0,21,5
http://www.iplt20.com/stats/2017/highest-strikerate,Kieron; Pollard,Overseas,Mumbai Indians,16,15,3,378,70,31.5,273,138.46,0,3,26,21
http://www.iplt20.com/stats/2017/highest-strikerate,Colin; de Grandhomme,Overseas,Kolkata Knight Riders,12,9,1,126,36,15.75,92,136.95,0,0,10,6
http://www.iplt20.com/stats/2017/highest-strikerate,Moises; Henriques,Overseas,Sunrisers Hyderabad,12,11,5,277,55*,46.16,203,136.45,0,3,28,4
http://www.iplt20.com/stats/2017/highest-strikerate,Parthiv; Patel,Indian,Mumbai Indians,15,15,0,391,70,26.06,287,136.23,0,2,49,8
http://www.iplt20.com/stats/2017/highest-strikerate,Shaun; Marsh,Overseas,Kings XI Punjab,9,8,0,264,84,33,194,136.08,0,2,36,5
http://www.iplt20.com/stats/2017/highest-strikerate,Vijay; Shankar,Indian,Sunrisers Hyderabad,4,4,2,101,63*,50.5,75,134.66,0,1,12,1
http://www.iplt20.com/stats/2017/highest-strikerate,Ishan; Kishan,Indian,Gujarat Lions,11,10,0,277,61,27.7,206,134.46,0,1,29,13
http://www.iplt20.com/stats/2017/highest-strikerate,Sam; Billings,Overseas,Delhi Daredevils,6,6,0,138,55,23,104,132.69,0,1,19,1
http://www.iplt20.com/stats/2017/highest-strikerate,AB; de Villiers,Overseas,Royal Challengers Bangalore,9,9,1,216,89*,27,163,132.51,0,1,12,16
http://www.iplt20.com/stats/2017/highest-strikerate,Pawan; Negi,Indian,Royal Challengers Bangalore,12,10,2,144,35,18,111,129.72,0,0,10,7
http://www.iplt20.com/stats/2017/highest-strikerate,Lendl; Simmons,Overseas,Mumbai Indians,6,6,0,134,66,22.33,104,128.84,0,2,10,8
