url,Player,Nationality,Team,Mat,Inns,NotOut,Runs,HS,Avg,BF,SR,100s,50s,4s,6s
http://www.iplt20.com/stats/2013/highest-strikerate,Luke; Wright,Overseas,PWI,6,6,1,106,44,21.2,60,176.66,0,0,16,3
http://www.iplt20.com/stats/2013/highest-strikerate,David; Miller,Overseas,Kings XI Punjab,12,12,5,418,101*,59.71,254,164.56,1,3,28,24
http://www.iplt20.com/stats/2013/highest-strikerate,AB; de Villiers,Overseas,Royal Challengers Bangalore,14,14,4,360,64,36,219,164.38,0,2,34,15
http://www.iplt20.com/stats/2013/highest-strikerate,MS; Dhoni,Indian,Chennai Super Kings,18,16,5,461,67*,41.9,283,162.89,0,4,32,25
http://www.iplt20.com/stats/2013/highest-strikerate,Chris; Gayle,Overseas,Royal Challengers Bangalore,16,16,4,708,175*,59,453,156.29,1,4,57,51
http://www.iplt20.com/stats/2013/highest-strikerate,Suresh; Raina,Indian,Chennai Super Kings,18,17,4,548,100*,42.15,365,150.13,1,4,50,18
http://www.iplt20.com/stats/2013/highest-strikerate,Kieron; Pollard,Overseas,Mumbai Indians,18,18,8,420,66*,42,281,149.46,0,3,27,29
http://www.iplt20.com/stats/2013/highest-strikerate,Ravindra; Jadeja,Indian,Chennai Super Kings,18,14,6,201,38*,25.12,135,148.88,0,0,17,6
http://www.iplt20.com/stats/2013/highest-strikerate,Stuart; Binny,Indian,Rajasthan Royals,17,16,7,293,41*,32.55,199,147.23,0,0,25,12
http://www.iplt20.com/stats/2013/highest-strikerate,Harbhajan; Singh,Indian,Mumbai Indians,19,14,8,116,25*,19.33,79,146.83,0,0,12,5
http://www.iplt20.com/stats/2013/highest-strikerate,Aditya; Tare,Indian,Mumbai Indians,5,5,0,123,59,24.6,84,146.42,0,1,14,5
http://www.iplt20.com/stats/2013/highest-strikerate,Thisara; Perera,Overseas,Sunrisers Hyderabad,16,14,4,233,40,23.3,163,142.94,0,0,12,14
http://www.iplt20.com/stats/2013/highest-strikerate,Shane; Watson,Overseas,Rajasthan Royals,16,16,2,543,101,38.78,380,142.89,1,2,59,22
http://www.iplt20.com/stats/2013/highest-strikerate,Rajagopal; Sathish,Indian,Kings XI Punjab,9,8,3,109,27*,21.8,77,141.55,0,0,9,5
http://www.iplt20.com/stats/2013/highest-strikerate,Ashish; Reddy,Indian,Sunrisers Hyderabad,12,10,4,125,36*,20.83,89,140.44,0,0,8,5
http://www.iplt20.com/stats/2013/highest-strikerate,Virat; Kohli,Indian,Royal Challengers Bangalore,16,16,2,634,99,45.28,457,138.73,0,6,64,22
http://www.iplt20.com/stats/2013/highest-strikerate,Yusuf; Pathan,Indian,Kolkata Knight Riders,16,16,5,332,72,30.18,240,138.33,0,1,30,14
http://www.iplt20.com/stats/2013/highest-strikerate,Ben; Rohrer,Overseas,Delhi Daredevils,8,8,2,193,64*,32.16,140,137.85,0,1,21,5
http://www.iplt20.com/stats/2013/highest-strikerate,Manan; Vohra,Indian,Kings XI Punjab,12,10,2,161,43*,20.12,117,137.6,0,0,22,2
http://www.iplt20.com/stats/2013/highest-strikerate,Aaron; Finch,Overseas,Pune Warriors India,14,14,0,456,67,32.57,336,135.71,0,4,54,16
http://www.iplt20.com/stats/2013/highest-strikerate,Ryan; ten Doeschate,Overseas,Kolkata Knight Riders,4,4,1,85,42,28.33,63,134.92,0,0,9,2
http://www.iplt20.com/stats/2013/highest-strikerate,Brad; Hodge,Overseas,Rajasthan Royals,17,14,7,293,54*,41.85,218,134.4,0,1,27,9
http://www.iplt20.com/stats/2013/highest-strikerate,Mitchell; Marsh,Overseas,Pune Warriors India,9,8,1,140,38,20,106,132.07,0,0,6,10
http://www.iplt20.com/stats/2013/highest-strikerate,Moises; Henriques,Overseas,Royal Challengers Bangalore,10,9,5,165,44,41.25,125,132,0,0,20,3
http://www.iplt20.com/stats/2013/highest-strikerate,Darren; Sammy,Overseas,Sunrisers Hyderabad,10,9,3,174,60,29,132,131.81,0,1,11,10
http://www.iplt20.com/stats/2013/highest-strikerate,Rohit; Sharma,Indian,Mumbai Indians,19,19,5,538,79*,38.42,409,131.54,0,4,35,28
http://www.iplt20.com/stats/2013/highest-strikerate,Dishant; Yagnik,Indian,Rajasthan Royals,12,9,1,125,34,15.62,96,130.2,0,0,17,2
http://www.iplt20.com/stats/2013/highest-strikerate,Michael; Hussey,Overseas,Chennai Super Kings,17,17,3,733,95,52.35,566,129.5,0,6,81,17
http://www.iplt20.com/stats/2013/highest-strikerate,Adam; Gilchrist,Overseas,Kings XI Punjab,13,13,1,294,85*,24.5,229,128.38,0,1,41,6
http://www.iplt20.com/stats/2013/highest-strikerate,Eoin; Morgan,Overseas,Kolkata Knight Riders,14,13,2,307,51,27.9,240,127.91,0,1,28,13
http://www.iplt20.com/stats/2013/highest-strikerate,Azhar; Mahmood,Indian,Kings XI Punjab,11,10,0,196,80,19.6,154,127.27,0,2,22,5
http://www.iplt20.com/stats/2013/highest-strikerate,David; Warner,Overseas,Delhi Daredevils,16,16,3,410,77,31.53,323,126.93,0,4,41,14
http://www.iplt20.com/stats/2013/highest-strikerate,Virender; Sehwag,Indian,Delhi Daredevils,13,13,1,295,95*,24.58,233,126.6,0,1,41,6
http://www.iplt20.com/stats/2013/highest-strikerate,Yuvraj; Singh,Indian,Pune Warriors India,13,13,1,238,34,19.83,190,125.26,0,0,14,15
http://www.iplt20.com/stats/2013/highest-strikerate,Wriddhiman; Saha,Indian,Chennai Super Kings,3,3,0,70,39,23.33,56,125,0,0,6,4
http://www.iplt20.com/stats/2013/highest-strikerate,Sachin; Tendulkar,Indian,Mumbai Indians,14,14,1,287,54,22.07,231,124.24,0,1,38,5
http://www.iplt20.com/stats/2013/highest-strikerate,Dinesh; Karthik,Indian,Mumbai Indians,19,19,1,510,86,28.33,411,124.08,0,2,54,14
http://www.iplt20.com/stats/2013/highest-strikerate,Rajat; Bhatia,Indian,Kolkata Knight Riders,15,10,4,99,26*,16.5,80,123.75,0,0,8,3
http://www.iplt20.com/stats/2013/highest-strikerate,Angelo; Mathews,Overseas,Pune Warriors India,11,10,3,172,40,24.57,139,123.74,0,0,5,10
http://www.iplt20.com/stats/2013/highest-strikerate,Shikhar; Dhawan,Indian,Sunrisers Hyderabad,10,10,2,311,73*,38.87,253,122.92,0,3,37,5
http://www.iplt20.com/stats/2013/highest-strikerate,Dwayne; Smith,Overseas,Mumbai Indians,13,13,0,418,68,32.15,341,122.58,0,4,40,19
http://www.iplt20.com/stats/2013/highest-strikerate,Kedar; Jadhav,Indian,Delhi Daredevils,12,10,3,152,31,21.71,124,122.58,0,0,8,5
http://www.iplt20.com/stats/2013/highest-strikerate,Shaun; Marsh,Overseas,Kings XI Punjab,8,8,0,300,77,37.5,249,120.48,0,3,39,4
http://www.iplt20.com/stats/2013/highest-strikerate,Steve; Smith,Overseas,Pune Warriors India,7,7,3,159,41,39.75,132,120.45,0,0,15,4
http://www.iplt20.com/stats/2013/highest-strikerate,Gautam; Gambhir,Indian,Kolkata Knight Riders,16,16,0,406,60,25.37,343,118.36,0,4,51,5
http://www.iplt20.com/stats/2013/highest-strikerate,Robin; Uthappa,Indian,Pune Warriors India,16,16,0,434,75,27.12,371,116.98,0,2,42,12
http://www.iplt20.com/stats/2013/highest-strikerate,Mandeep; Singh,Indian,Kings XI Punjab,16,14,1,260,77*,20,223,116.59,0,1,36,0
http://www.iplt20.com/stats/2013/highest-strikerate,Sanju; Samson,Indian,Rajasthan Royals,11,10,2,206,63,25.75,178,115.73,0,1,19,5
http://www.iplt20.com/stats/2013/highest-strikerate,Parthiv; Patel,Indian,Sunrisers Hyderabad,13,13,0,294,61,22.61,255,115.29,0,1,37,4
http://www.iplt20.com/stats/2013/highest-strikerate,Ambati; Rayudu,Indian,Mumbai Indians,19,17,3,265,37,18.92,231,114.71,0,0,22,4
http://www.iplt20.com/stats/2013/highest-strikerate,Dwayne; Bravo,Overseas,Chennai Super Kings,18,12,4,121,23*,15.12,106,114.15,0,0,11,3
http://www.iplt20.com/stats/2013/highest-strikerate,Gurkeerat; Mann Singh,Indian,Kings XI Punjab,11,9,1,108,31,13.5,95,113.68,0,0,10,3
http://www.iplt20.com/stats/2013/highest-strikerate,David; Hussey,Overseas,Kings XI Punjab,12,11,1,235,41,23.5,209,112.44,0,0,20,6
http://www.iplt20.com/stats/2013/highest-strikerate,Piyush; Chawla,Indian,Kings XI Punjab,16,11,5,64,23,10.66,57,112.28,0,0,5,3
http://www.iplt20.com/stats/2013/highest-strikerate,Rahul; Dravid,Indian,Rajasthan Royals,18,17,1,471,65,29.43,425,110.82,0,4,64,5
http://www.iplt20.com/stats/2013/highest-strikerate,Biplap; Samantray,Indian,Sunrisers Hyderabad,8,7,2,123,55,24.6,111,110.81,0,1,13,2
http://www.iplt20.com/stats/2013/highest-strikerate,Cameron; White,Overseas,Sunrisers Hyderabad,13,13,1,209,52,17.41,191,109.42,0,1,18,7
http://www.iplt20.com/stats/2013/highest-strikerate,Murali; Vijay,Indian,Chennai Super Kings,15,15,1,312,55,22.28,286,109.09,0,2,27,8
http://www.iplt20.com/stats/2013/highest-strikerate,Mayank; Agarwal,Indian,Royal Challengers Bangalore,5,5,0,67,29,13.4,62,108.06,0,0,6,3
http://www.iplt20.com/stats/2013/highest-strikerate,Manvinder; Bisla,Indian,Kolkata Knight Riders,14,14,1,255,92,19.61,236,108.05,0,2,36,6
http://www.iplt20.com/stats/2013/highest-strikerate,Ajinkya; Rahane,Indian,Rajasthan Royals,18,18,4,488,68*,34.85,458,106.55,0,4,42,11
http://www.iplt20.com/stats/2013/highest-strikerate,Mahela; Jayawardene,Overseas,Delhi Daredevils,15,15,0,331,66,22.06,313,105.75,0,2,39,6
http://www.iplt20.com/stats/2013/highest-strikerate,Manoj; Tiwary,Indian,Kolkata Knight Riders,10,9,1,146,33,18.25,140,104.28,0,0,12,1
http://www.iplt20.com/stats/2013/highest-strikerate,Saurabh; Tiwary,Indian,Royal Challengers Bangalore,9,6,2,109,52,27.25,106,102.83,0,1,4,4
http://www.iplt20.com/stats/2013/highest-strikerate,Subramaniam; Badrinath,Indian,Chennai Super Kings,18,8,1,124,34,17.71,121,102.47,0,0,11,0
http://www.iplt20.com/stats/2013/highest-strikerate,Debabrata; Das,Indian,Kolkata Knight Riders,10,6,1,75,23,15,74,101.35,0,0,5,5
http://www.iplt20.com/stats/2013/highest-strikerate,Unmukt; Chand,Indian,Delhi Daredevils,9,9,0,158,41,17.55,158,100,0,0,17,4
http://www.iplt20.com/stats/2013/highest-strikerate,James; Faulkner,Overseas,Rajasthan Royals,16,9,4,57,19*,11.4,57,100,0,0,5,2
http://www.iplt20.com/stats/2013/highest-strikerate,Manish; Pandey,Indian,Pune Warriors India,7,7,1,136,66,22.66,137,99.27,0,1,11,3
http://www.iplt20.com/stats/2013/highest-strikerate,Karn; Sharma,Indian,Sunrisers Hyderabad,13,7,3,85,39*,21.25,86,98.83,0,0,6,2
http://www.iplt20.com/stats/2013/highest-strikerate,Luke; Pomersbach,Overseas,Kings XI Punjab,3,3,1,58,33*,29,59,98.3,0,0,5,1
http://www.iplt20.com/stats/2013/highest-strikerate,Manpreet; Juneja,Indian,Delhi Daredevils,7,7,0,125,49,17.85,128,97.65,0,0,11,1
http://www.iplt20.com/stats/2013/highest-strikerate,Jacques; Kallis,Overseas,Kolkata Knight Riders,16,16,1,311,41,20.73,322,96.58,0,0,35,3
http://www.iplt20.com/stats/2013/highest-strikerate,Irfan; Pathan,Indian,Delhi Daredevils,15,13,5,142,24,17.75,152,93.42,0,0,9,3
http://www.iplt20.com/stats/2013/highest-strikerate,Cheteshwar; Pujara,Indian,Royal Challengers Bangalore,4,4,0,92,51,23,99,92.92,0,1,14,0
http://www.iplt20.com/stats/2013/highest-strikerate,Amit; Mishra,Indian,Sunrisers Hyderabad,17,8,2,89,30,14.83,96,92.7,0,0,9,0
http://www.iplt20.com/stats/2013/highest-strikerate,Abhishek; Nayar,Indian,Pune Warriors India,11,9,3,66,25*,11,73,90.41,0,0,5,0
http://www.iplt20.com/stats/2013/highest-strikerate,Akshath; Reddy,Indian,Sunrisers Hyderabad,7,7,0,91,27,13,101,90.09,0,0,9,0
