url,Player,Nationality,Team,Mat,Inns,NotOut,Runs,HS,Avg,BF,SR,100s,50s,4s,6s
http://www.iplt20.com/stats/2008/highest-strikerate,Wriddhiman; Saha,Indian,Kolkata Knight Riders,12,10,5,159,59*,31.8,119,133.61,0,1,12,7
http://www.iplt20.com/stats/2008/highest-strikerate,MS; Dhoni,Indian,Chennai Super Kings,16,14,4,414,65,41.4,310,133.54,0,2,38,15
http://www.iplt20.com/stats/2008/highest-strikerate,SA; Asnodkar,Indian,Rajasthan Royals,9,9,0,311,60,34.55,233,133.47,0,2,43,6
http://www.iplt20.com/stats/2008/highest-strikerate,S; Vidyut,Indian,Chennai Super Kings,9,8,0,145,54,18.12,109,133.02,0,1,21,3
http://www.iplt20.com/stats/2008/highest-strikerate,Dwaraka; Ravi Teja,Indian,Deccan Chargers,7,6,0,109,40,18.16,82,132.92,0,0,10,5
http://www.iplt20.com/stats/2008/highest-strikerate,Dwayne; Bravo,Overseas,Mumbai Indians,9,7,1,178,64*,29.66,134,132.83,0,1,19,5
http://www.iplt20.com/stats/2008/highest-strikerate,Shaun; Pollock,Overseas,Mumbai Indians,13,8,0,147,33,18.37,111,132.43,0,0,12,8
http://www.iplt20.com/stats/2008/highest-strikerate,Tillakaratne; Dilshan,Overseas,Delhi Daredevils,7,7,1,104,33,17.33,79,131.64,0,0,14,3
http://www.iplt20.com/stats/2008/highest-strikerate,Ravindra; Jadeja,Indian,Rajasthan Royals,14,9,2,135,36*,19.28,103,131.06,0,0,11,6
http://www.iplt20.com/stats/2008/highest-strikerate,NK; Patel,Indian,Rajasthan Royals,5,4,2,103,57,51.5,81,127.16,0,1,13,1
http://www.iplt20.com/stats/2008/highest-strikerate,Mark; Boucher,Overseas,Royal Challengers Bangalore,10,10,3,225,50*,32.14,177,127.11,0,1,24,6
http://www.iplt20.com/stats/2008/highest-strikerate,Rahul; Dravid,Indian,Royal Challengers Bangalore,14,14,1,371,75*,28.53,298,124.49,0,2,35,11
http://www.iplt20.com/stats/2008/highest-strikerate,David; Hussey,Overseas,Kolkata Knight Riders,13,13,2,319,71,29,259,123.16,0,2,19,17
http://www.iplt20.com/stats/2008/highest-strikerate,Manoj; Tiwary,Indian,Delhi Daredevils,9,7,3,104,39,26,85,122.35,0,0,16,0
http://www.iplt20.com/stats/2008/highest-strikerate,Graeme; Smith,Overseas,Rajasthan Royals,11,11,2,441,91,49,362,121.82,0,3,54,8
http://www.iplt20.com/stats/2008/highest-strikerate,Salman; Butt,Overseas,Kolkata Knight Riders,7,7,0,193,73,27.57,161,119.87,0,1,30,2
http://www.iplt20.com/stats/2008/highest-strikerate,Stephen; Fleming,Overseas,Chennai Super Kings,10,10,1,196,45,21.77,164,119.51,0,0,27,3
http://www.iplt20.com/stats/2008/highest-strikerate,Shane; Warne,Overseas,Rajasthan Royals,15,7,2,70,22*,14,59,118.64,0,0,7,2
http://www.iplt20.com/stats/2008/highest-strikerate,VVS; Laxman,Indian,Deccan Chargers,6,6,1,155,52,31,132,117.42,0,1,22,1
http://www.iplt20.com/stats/2008/highest-strikerate,Shikhar; Dhawan,Indian,Delhi Daredevils,14,14,5,340,68*,37.77,295,115.25,0,4,35,8
http://www.iplt20.com/stats/2008/highest-strikerate,Robin; Uthappa,Indian,Mumbai Indians,14,14,5,320,48,35.55,279,114.69,0,0,34,9
http://www.iplt20.com/stats/2008/highest-strikerate,Praveen; Kumar,Indian,Royal Challengers Bangalore,13,12,2,112,34,11.2,98,114.28,0,0,10,6
http://www.iplt20.com/stats/2008/highest-strikerate,Sourav; Ganguly,Indian,Kolkata Knight Riders,13,13,1,349,91,29.08,307,113.68,0,3,33,15
http://www.iplt20.com/stats/2008/highest-strikerate,Irfan; Pathan,Indian,Kings XI Punjab,14,10,4,131,40,21.83,116,112.93,0,0,9,6
http://www.iplt20.com/stats/2008/highest-strikerate,Cameron; White,Overseas,Royal Challengers Bangalore,8,8,1,114,31*,16.28,102,111.76,0,0,8,4
http://www.iplt20.com/stats/2008/highest-strikerate,W; Jaffer,Overseas,Royal Challengers Bangalore,6,6,0,115,50,19.16,104,110.57,0,1,12,3
http://www.iplt20.com/stats/2008/highest-strikerate,Debabrata; Das,Indian,Kolkata Knight Riders,6,6,0,103,31,17.16,94,109.57,0,0,9,5
http://www.iplt20.com/stats/2008/highest-strikerate,Herschelle; Gibbs,Overseas,Deccan Chargers,9,9,0,167,47,18.55,153,109.15,0,0,17,8
http://www.iplt20.com/stats/2008/highest-strikerate,Jacques; Kallis,Overseas,Royal Challengers Bangalore,11,11,0,199,54,18.09,183,108.74,0,1,23,4
http://www.iplt20.com/stats/2008/highest-strikerate,Sachin; Tendulkar,Indian,Mumbai Indians,7,7,1,188,65,31.33,177,106.21,0,1,26,2
http://www.iplt20.com/stats/2008/highest-strikerate,Virat; Kohli,Indian,Royal Challengers Bangalore,13,12,1,165,38,15,157,105.09,0,0,18,4
http://www.iplt20.com/stats/2008/highest-strikerate,Mohammad; Kaif,Indian,Rajasthan Royals,16,14,3,176,34*,16,171,102.92,0,0,14,6
http://www.iplt20.com/stats/2008/highest-strikerate,Parthiv; Patel,Indian,Chennai Super Kings,13,13,2,302,54,27.45,297,101.68,0,2,42,3
http://www.iplt20.com/stats/2008/highest-strikerate,K; Goel,Indian,Kings XI Punjab,7,6,0,76,26,12.66,78,97.43,0,0,7,4
http://www.iplt20.com/stats/2008/highest-strikerate,Ramnaresh; Sarwan,Indian,Kings XI Punjab,4,4,0,73,31,18.25,75,97.33,0,0,6,1
http://www.iplt20.com/stats/2008/highest-strikerate,AB; de Villiers,Overseas,Delhi Daredevils,6,6,1,95,26*,19,98,96.93,0,0,5,1
http://www.iplt20.com/stats/2008/highest-strikerate,Shreevats; Goswami,Indian,Royal Challengers Bangalore,4,3,0,82,52,27.33,85,96.47,0,1,9,1
http://www.iplt20.com/stats/2008/highest-strikerate,Scott; Styris,Overseas,Deccan Chargers,8,8,2,112,36*,18.66,123,91.05,0,0,9,2
http://www.iplt20.com/stats/2008/highest-strikerate,Aakash; Chopra,Indian,Kolkata Knight Riders,5,5,0,42,24,8.4,52,80.76,0,0,5,0
http://www.iplt20.com/stats/2008/highest-strikerate,Ricky; Ponting,Overseas,Kolkata Knight Riders,4,4,0,39,20,9.75,53,73.58,0,0,2,1
http://www.iplt20.com/stats/2008/highest-strikerate,Dominic; Thornely,Overseas,Mumbai Indians,6,4,2,39,30,19.5,53,73.58,0,0,2,2
