url,Player,Nationality,Team,Mat,Inns,Overs,Runs,Wkts,BBI,Avg,Econ,SR,4w,5w
http://www.iplt20.com/stats/2017/best-strikerates,Andrew; Tye,Overseas,GL,6,6,21,141,12,17-May,11.75,6.71,10.5,0,1
http://www.iplt20.com/stats/2017/best-strikerates,Nathan; Coulter-Nile,Overseas,Kolkata Knight Riders,7,7,25.2,213,14,20-Mar,15.21,8.4,10.85,0,0
http://www.iplt20.com/stats/2017/best-strikerates,Jaydev; Unadkat,Indian,Rising Pune Supergiant,11,11,41.5,303,22,30-May,13.77,7.24,11.4,0,1
http://www.iplt20.com/stats/2017/best-strikerates,Pawan; Negi,Indian,Royal Challengers Bangalore,12,12,32.1,197,16,10-Mar,12.31,6.12,12.06,0,0
http://www.iplt20.com/stats/2017/best-strikerates,Bhuvneshwar; Kumar,Indian,Sunrisers Hyderabad,14,14,52.2,369,26,19-May,14.19,7.05,12.07,0,1
http://www.iplt20.com/stats/2017/best-strikerates,Siddarth; Kaul,Indian,Sunrisers Hyderabad,10,10,35.4,300,16,29-Apr,18.75,8.41,13.37,1,0
http://www.iplt20.com/stats/2017/best-strikerates,Mohammed; Siraj,Indian,Sunrisers Hyderabad,6,6,23,212,10,Apr-32,21.2,9.21,13.8,1,0
http://www.iplt20.com/stats/2017/best-strikerates,Karn; Sharma,Indian,Mumbai Indians,7,7,22.4,180,9,11-Mar,20,7.94,15.11,0,0
http://www.iplt20.com/stats/2017/best-strikerates,Chris; Morris,Overseas,Delhi Daredevils,9,9,31,240,12,26-Apr,20,7.74,15.5,1,0
http://www.iplt20.com/stats/2017/best-strikerates,Chris; Woakes,Overseas,Kolkata Knight Riders,13,13,44,386,17,6-Mar,22.7,8.77,15.52,0,0
http://www.iplt20.com/stats/2017/best-strikerates,Imran; Tahir,Overseas,Rising Pune Supergiant,12,12,47,369,18,18-Mar,20.5,7.85,15.66,0,0
http://www.iplt20.com/stats/2017/best-strikerates,Ashish; Nehra,Indian,Sunrisers Hyderabad,6,6,21.1,197,8,Mar-42,24.62,9.3,15.87,0,0
http://www.iplt20.com/stats/2017/best-strikerates,Glenn; Maxwell,Overseas,Kings XI Punjab,14,8,19,125,7,15-Feb,17.85,6.57,16.28,0,0
http://www.iplt20.com/stats/2017/best-strikerates,Praveen; Kumar,Indian,Gujarat Lions,6,6,16.3,151,6,22-Feb,25.16,9.15,16.5,0,0
http://www.iplt20.com/stats/2017/best-strikerates,Samuel; Badree,Overseas,Royal Challengers Bangalore,7,7,25,188,9,9-Apr,20.88,7.52,16.66,1,0
