url,Player,Nationality,Team,Mat,Inns,Overs,Runs,Wkts,BBI,Avg,Econ,SR,4w,5w
http://www.iplt20.com/stats/2008/best-strikerates,Amit; Mishra,Indian,DD,6,6,19.5,138,11,17-May,12.54,6.95,10.81,0,1
http://www.iplt20.com/stats/2008/best-strikerates,Sohail; Tanvir,Overseas,Rajasthan Royals,11,11,41.1,266,22,14-Jun,12.09,6.46,11.22,1,1
http://www.iplt20.com/stats/2008/best-strikerates,Umar; Gul,Overseas,Kolkata Knight Riders,6,6,22.3,184,12,23-Apr,15.33,8.17,11.25,1,0
http://www.iplt20.com/stats/2008/best-strikerates,Dilhara; Fernando,Overseas,Mumbai Indians,5,5,20,160,10,18-Apr,16,8,12,1,0
http://www.iplt20.com/stats/2008/best-strikerates,Laxmi; Ratan Shukla,Indian,Kolkata Knight Riders,13,9,12,124,6,6-Mar,20.66,10.33,12,0,0
http://www.iplt20.com/stats/2008/best-strikerates,Harbhajan; Singh,Indian,Mumbai Indians,3,3,10,82,5,Mar-32,16.4,8.2,12,0,0
http://www.iplt20.com/stats/2008/best-strikerates,MF; Maharoof,Overseas,Delhi Daredevils,10,10,36,249,15,Mar-34,16.6,6.91,14.4,0,0
http://www.iplt20.com/stats/2008/best-strikerates,Dwayne; Bravo,Overseas,Mumbai Indians,9,9,28.3,232,11,24-Mar,21.09,8.14,15.54,0,0
http://www.iplt20.com/stats/2008/best-strikerates,Yo; Mahesh,Indian,Delhi Daredevils,11,11,42.1,370,16,Apr-36,23.12,8.77,15.81,1,0
http://www.iplt20.com/stats/2008/best-strikerates,Dhawal; Kulkarni,Indian,Mumbai Indians,10,10,29.3,236,11,Mar-33,21.45,8,16.09,0,0
http://www.iplt20.com/stats/2008/best-strikerates,Shanthakumaran; Sreesanth,Indian,Kings XI Punjab,15,15,51.1,442,19,29-Mar,23.26,8.63,16.15,0,0
http://www.iplt20.com/stats/2008/best-strikerates,Shane; Warne,Overseas,Rajasthan Royals,15,15,52,404,19,19-Mar,21.26,7.76,16.42,0,0
http://www.iplt20.com/stats/2008/best-strikerates,Piyush; Chawla,Indian,Kings XI Punjab,15,15,46.5,389,17,25-Mar,22.88,8.3,16.52,0,0
http://www.iplt20.com/stats/2008/best-strikerates,Albie; Morkel,Overseas,Chennai Super Kings,13,13,48,399,17,Apr-32,23.47,8.31,16.94,1,0
http://www.iplt20.com/stats/2008/best-strikerates,Lakshmipathy; Balaji,Indian,Chennai Super Kings,9,9,33,286,11,24-May,26,8.66,18,0,1
http://www.iplt20.com/stats/2008/best-strikerates,Joginder; Sharma,Indian,Chennai Super Kings,8,7,24.4,239,8,27-Feb,29.87,9.68,18.5,0,0
http://www.iplt20.com/stats/2008/best-strikerates,P; Amarnath,Indian,Chennai Super Kings,6,6,22,236,7,Feb-29,33.71,10.72,18.85,0,0
