url,Player,Nationality,Team,Mat,Inns,Overs,Runs,Wkts,BBI,Avg,Econ,SR,4w,5w
http://www.iplt20.com/stats/2011/best-strikerates,Brad; Hodge,Overseas,KTK,14,4,11,77,7,13-Apr,11,7,9.42,1,0
http://www.iplt20.com/stats/2011/best-strikerates,Mitchell; Marsh,Overseas,Pune Warriors India,5,5,14.1,99,7,25-Apr,14.14,6.98,12.14,1,0
http://www.iplt20.com/stats/2011/best-strikerates,Sreenath; Aravind,Indian,Royal Challengers Bangalore,13,13,46,368,21,14-Apr,17.52,8,13.14,1,0
http://www.iplt20.com/stats/2011/best-strikerates,Charl; Langeveldt,Overseas,Royal Challengers Bangalore,3,3,11,84,5,10-Feb,16.8,7.63,13.2,0,0
http://www.iplt20.com/stats/2011/best-strikerates,Lasith; Malinga,Overseas,Mumbai Indians,16,16,63,375,28,13-May,13.39,5.95,13.5,0,1
http://www.iplt20.com/stats/2011/best-strikerates,Shakib; Al Hasan,Overseas,Kolkata Knight Riders,7,7,25.3,175,11,28-Mar,15.9,6.86,13.9,0,0
http://www.iplt20.com/stats/2011/best-strikerates,Munaf; Patel,Indian,Mumbai Indians,15,15,54.2,358,22,21-May,16.27,6.58,14.81,0,1
http://www.iplt20.com/stats/2011/best-strikerates,Shaun; Tait,Overseas,Rajasthan Royals,4,4,14.5,127,6,22-Mar,21.16,8.56,14.83,0,0
http://www.iplt20.com/stats/2011/best-strikerates,Shalabh; Srivastava,Indian,Kings XI Punjab,6,6,20,186,8,20-Feb,23.25,9.3,15,0,0
http://www.iplt20.com/stats/2011/best-strikerates,Piyush; Chawla,Indian,Kings XI Punjab,12,12,41.2,336,16,17-Apr,21,8.12,15.5,1,0
http://www.iplt20.com/stats/2011/best-strikerates,Doug; Bollinger,Overseas,Chennai Super Kings,13,13,47,329,17,21-Mar,19.35,7,16.58,0,0
http://www.iplt20.com/stats/2011/best-strikerates,Amit; Mishra,Indian,Deccan Chargers,14,14,53.2,358,19,9-Apr,18.84,6.71,16.84,1,0
http://www.iplt20.com/stats/2011/best-strikerates,Ryan; Harris,Overseas,Kings XI Punjab,13,13,47,382,16,28-Mar,23.87,8.12,17.62,0,0
